<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.02.19	5323.226	5326.436	5305.032	5311.454	248708	1156809	1
2024.02.20	5316.805	5317.875	5275.066	5276.137	498360	2504416	1
2024.02.21	5280.953	5297.541	5270.786	5285.233	455071	2086066	1
2024.02.22	5276.137	5317.875	5267.575	5312.524	494985	2409438	1
2024.02.23	5311.454	5350.516	5309.313	5349.981	555320	2814869	1
2024.02.26	5336.068	5347.841	5320.550	5335.533	450232	1876931	1
2024.02.27	5328.577	5329.647	5274.531	5280.953	562058	2586793	1
2024.02.28	5290.584	5324.296	5288.444	5313.594	529858	2370292	1
2024.02.29	5305.592	5348.268	5303.992	5316.261	596783	3016444	1
2024.03.01	5306.126	5320.529	5290.123	5300.258	493709	2118103	1
2024.03.04	5297.057	5301.858	5282.654	5290.123	314060	1453329	1
2024.03.05	5295.990	5305.592	5281.588	5298.124	425200	1871161	1
2024.03.06	5286.389	5291.189	5273.053	5289.589	420350	1805165	1
2024.03.07	5278.387	5284.255	5271.452	5275.186	305163	1515028	1
2024.03.08	5291.723	5334.398	5291.189	5323.729	655511	2913193	1
2024.03.11	5323.729	5341.866	5299.191	5318.928	457840	2194766	1
2024.03.12	5313.061	5334.398	5295.457	5308.260	584301	2524634	1
2024.03.13	5302.392	5326.397	5299.191	5306.126	407132	1890176	1
2024.03.14	5301.325	5339.733	5289.589	5334.398	537334	2645912	1
2024.03.15	5326.397	5340.266	5319.462	5338.132	397972	2066924	1
2024.03.18	5326.930	5376.540	5319.995	5370.139	475538	2398260	1
2024.03.19	5384.541	5395.210	5346.667	5368.538	548396	2816940	1
2024.03.20	5369.605	5371.739	5297.591	5303.459	617574	2871450	1
2024.03.21	5288.522	5320.529	5286.922	5308.793	420133	2109140	1
2024.03.22	5329.064	5344.533	5314.661	5338.666	463454	2161452	1
2024.03.25	5327.463	5340.266	5303.992	5305.592	412342	1955819	1
2024.03.26	5301.858	5326.397	5294.924	5307.726	439624	2155937	1
2024.03.27	5304.525	5329.064	5303.459	5327.997	462500	2221348	1
2024.03.28	5332.787	5364.720	5317.353	5361.526	493650	2643454	1
2024.04.01	5348.221	5413.683	5347.689	5394.524	559381	2665487	1
2024.04.02	5370.042	5409.958	5369.510	5408.361	576529	2661124	1
2024.04.03	5412.087	5433.907	5373.767	5383.879	633622	2925004	1
2024.04.04	5380.686	5398.781	5341.834	5397.717	611197	2754494	1
2024.04.05	5391.330	5415.280	5365.784	5407.297	657686	2740462	1
2024.04.08	5409.426	5414.216	5359.398	5359.930	468010	1894996	1
2024.04.09	5359.930	5362.059	5332.787	5339.706	488328	2031376	1
2024.04.10	5337.045	5423.795	5329.594	5405.168	767751	3372585	1
2024.04.11	5410.490	5432.843	5394.524	5430.714	610160	2593888	1
2024.04.12	5452.535	5489.790	5446.148	5457.857	678350	3241375	1
2024.04.15	5446.681	5560.042	5441.891	5528.109	842938	3634889	1
2024.04.16	5542.479	5640.939	5540.350	5635.617	986903	4233350	1
2024.04.17	5628.698	5630.827	5562.171	5576.009	889835	3508745	1
2024.04.18	5573.880	5625.505	5571.751	5586.121	747862	2975162	1
2024.04.19	5615.925	5623.908	5524.916	5547.801	689623	2849454	1
2024.04.22	5547.801	5558.446	5500.434	5506.289	595073	2411795	1
2024.04.23	5510.014	5526.513	5452.003	5465.840	620462	2519677	1
2024.04.24	5466.373	5507.353	5456.260	5488.726	570041	2406034	1
2024.04.25	5487.661	5530.770	5440.294	5497.773	722030	3065424	1
2024.04.26	5502.563	5504.160	5439.230	5455.196	581235	2443745	1
2024.04.29	5439.230	5454.132	5432.311	5449.874	544553	2317826	1
2024.04.30	5447.751	5543.828	5445.627	5539.582	644695	2952212	1
2024.05.02	5491.808	5492.339	5429.703	5442.973	587162	2703138	1
2024.05.03	5431.295	5446.158	5369.190	5401.570	677082	2887728	1
2024.05.06	5387.769	5418.025	5384.584	5403.693	447558	1849026	1
2024.05.07	5403.162	5409.001	5371.313	5398.385	511748	2205057	1
2024.05.08	5399.977	5433.419	5399.447	5413.248	485748	2161949	1
2024.05.09	5470.045	5507.202	5463.675	5464.206	718402	3230276	1
2024.05.10	5465.798	5492.339	5443.504	5492.339	560699	2433607	1
2024.05.13	5472.699	5491.808	5448.281	5483.846	496056	2033755	1
2024.05.14	5473.761	5487.562	5447.751	5449.343	554111	2312115	1
2024.05.15	5488.623	5493.932	5442.973	5461.021	662220	2753295	1
2024.05.16	5463.144	5463.144	5426.518	5456.775	503136	2215078	1
2024.05.17	5458.898	5461.021	5419.617	5419.617	492799	2236120	1
2024.05.20	5422.802	5450.405	5408.470	5421.741	495904	2251152	1
2024.05.21	5415.371	5444.035	5400.508	5443.504	607632	2579205	1
2024.05.22	5456.775	5484.908	5452.528	5472.168	575775	2696024	1
2024.05.23	5463.144	5480.130	5442.973	5460.490	532429	2477907	1
2024.05.24	5456.775	5495.524	5447.220	5490.747	488738	2210942	1
2024.05.27	5478.007	5504.548	5473.761	5492.339	317803	1418227	1
2024.05.28	5484.908	5488.093	5451.466	5482.254	500103	2359297	1
2024.05.29	5495.524	5535.335	5488.623	5525.250	533847	2583398	1
2024.05.31	5519.425	5582.435	5515.189	5571.315	631855	2964763	1
2024.06.03	5578.199	5591.966	5535.310	5575.551	722440	3023615	1
2024.06.04	5584.023	5622.147	5571.845	5615.793	803288	3421132	1
2024.06.05	5596.202	5630.619	5582.964	5625.324	651586	2885879	1
2024.06.06	5617.911	5634.325	5562.314	5582.435	639255	2869342	1
2024.06.07	5576.081	5691.510	5561.255	5681.979	870389	3570375	1
2024.06.10	5671.919	5717.985	5639.620	5681.979	770502	3068202	1
2024.06.11	5685.686	5700.511	5660.800	5696.276	699394	2808716	1
